idFunc,Nome_func,Sobrenome,Idade,idVenda,Nome_vendas,Quantidade
761,Luan,Dorneles,44,26623,Macarrão,12
761,Luan,Dorneles,44,30319,Palito de dente,15
761,Luan,Dorneles,44,33111,Chocolate,6
761,Luan,Dorneles,44,36991,Sopa,13
762,Lorena,Conceição,53,4949,Presunto,5
763,Ayla,Vasconcelos,26,16724,Amaciante,6
763,Ayla,Vasconcelos,26,17291,Amaciante,16
763,Ayla,Vasconcelos,26,24791,Inseticida,3
763,Ayla,Vasconcelos,26,25705,Pepino,9
763,Ayla,Vasconcelos,26,28163,Iogurte,7
764,Ayla,Paraíso,51,13158,Cortador de unhas,14
764,Ayla,Paraíso,51,14577,Pano de prato,13
764,Ayla,Paraíso,51,19249,Esmalte,18
764,Ayla,Paraíso,51,23922,Carvão,19
764,Ayla,Paraíso,51,27142,Absorvente,18
765,Manuela,Mendes,32,18707,Café,2
765,Manuela,Mendes,32,21013,Molho,9
765,Manuela,Mendes,32,21642,Bombom,12
767,Heitor,Santana,35,14321,Bolos,1
767,Heitor,Santana,35,27729,Brócolis,11
767,Heitor,Santana,35,28726,Tomate,2
767,Heitor,Santana,35,30149,Vodca,6
767,Heitor,Santana,35,34599,Carvão,19
768,Gabrielly,Xavier,23,18375,Farinha de rosca,13
768,Gabrielly,Xavier,23,19773,Mamão,7
768,Gabrielly,Xavier,23,23480,Bombom,13
768,Gabrielly,Xavier,23,24215,Cebola,5
769,Gabriel,Beira-Mar,54,16177,Leite,19
769,Gabriel,Beira-Mar,54,21633,Abacaxi,16
769,Gabriel,Beira-Mar,54,38141,Peixe,18
770,Eduardo,Brito,47,715,Sopa,4
770,Eduardo,Brito,47,10450,Porco,11
770,Eduardo,Brito,47,14644,Sardinha,1
770,Eduardo,Brito,47,20839,Beterraba,5
770,Eduardo,Brito,47,27009,Pilhas,3
770,Eduardo,Brito,47,33191,Champignon,5
771,Júlia,Goulart,31,8039,Fósforo,19
771,Júlia,Goulart,31,26432,Água tônica,12
772,Benício,Flores,46,3310,Geleia,1
772,Benício,Flores,46,17629,Sabonete,1
772,Benício,Flores,46,32835,Adoçante,14
773,Martin,Hernandes,30,6609,Açúcar,3
773,Martin,Hernandes,30,13986,Sagu,2
773,Martin,Hernandes,30,21035,Cortador de unhas,19
773,Martin,Hernandes,30,26950,Queijo ralado,2
774,Sophie,Góis,21,6029,Coco ralado,1
774,Sophie,Góis,21,6414,Goiaba,11
774,Sophie,Góis,21,18542,Repolho,9
774,Sophie,Góis,21,33289,Repolho,5
775,Victor,Garcia,25,12171,Geleia,2
775,Victor,Garcia,25,15563,Coco ralado,18
775,Victor,Garcia,25,20085,Nata,10
775,Victor,Garcia,25,22706,Chocolate granulado,9
775,Victor,Garcia,25,36559,Frutas secas,12
775,Victor,Garcia,25,37230,Nata,15
776,Ana Sophia,Arruda,20,12593,Vodca,2
776,Ana Sophia,Arruda,20,17692,Creme de leite,9
776,Ana Sophia,Arruda,20,28107,Requeijão,10
776,Ana Sophia,Arruda,20,30816,Aparelho de barbear,5
776,Ana Sophia,Arruda,20,36966,Sardinha,12
777,Lorena,Morais,49,10205,Vinho,18
778,Esther,Gouveia,24,3542,Cenoura,13
778,Esther,Gouveia,24,6380,Amaciante,18
778,Esther,Gouveia,24,16318,Catchup,19
779,Arthur,Dorneles,20,39225,Papel higiênico,1
780,Caio,Meireles,22,4248,Queijo ralado,14
780,Caio,Meireles,22,7775,Cortador de unhas,18
780,Caio,Meireles,22,31715,Aparelho de barbear,2
781,Maria Eduarda,Barreto,34,456,Arroz,7
781,Maria Eduarda,Barreto,34,8015,Farinha de trigo,5
782,Ana Luiza,Pimenta,37,11207,Água sanitária,2
782,Ana Luiza,Pimenta,37,12655,Linguiça,14
782,Ana Luiza,Pimenta,37,18938,Xampu,3
783,Nicolas,Furtado,40,5092,Água sanitária,1
783,Nicolas,Furtado,40,8150,Farinha de milho,2
783,Nicolas,Furtado,40,23125,Maça,2
783,Nicolas,Furtado,40,23214,Azeite,6
784,Davi Lucas,Guimarães,48,2799,Açúcar,10
784,Davi Lucas,Guimarães,48,39901,Frutas secas,16
786,Maria Flor,Baptista,35,9008,Leite condensado,10
786,Maria Flor,Baptista,35,21199,Requeijão,12
786,Maria Flor,Baptista,35,21283,Salgados,16
786,Maria Flor,Baptista,35,23827,Berinjela,18
786,Maria Flor,Baptista,35,29795,Agrião,8
786,Maria Flor,Baptista,35,32089,Uva,1
787,Samuel,Cavalcante,24,15061,Velas,2
787,Samuel,Cavalcante,24,21320,Salsicha,17
787,Samuel,Cavalcante,24,32694,Pano de limpeza,1
787,Samuel,Cavalcante,24,35205,Frango,17
788,Samuel,Salgueiro,46,12809,Tomate,16
788,Samuel,Salgueiro,46,21845,Maça,13
789,Isadora,Bernardes,36,12241,Abacate,4
789,Isadora,Bernardes,36,14240,Sal grosso,11
789,Isadora,Bernardes,36,26465,Condicionador,9
790,Anthony Gabriel,Peixoto,55,7062,Chester,9
790,Anthony Gabriel,Peixoto,55,14938,Palmito,10
790,Anthony Gabriel,Peixoto,55,18652,Água tônica,7
790,Anthony Gabriel,Peixoto,55,20297,Pano de limpeza,10
790,Anthony Gabriel,Peixoto,55,23308,Geleia,19
790,Anthony Gabriel,Peixoto,55,33901,Vinho,15
790,Anthony Gabriel,Peixoto,55,33977,Abacate,15
790,Anthony Gabriel,Peixoto,55,34768,Bacon,15
792,Ana,Dinís,28,22704,Mamão,18
792,Ana,Dinís,28,23205,Azeitona,7
792,Ana,Dinís,28,30981,Salgados,13
792,Ana,Dinís,28,32517,Milho,18
792,Ana,Dinís,28,38637,Adoçante,8
793,Lucas,Vasconcelos,53,6887,Repolho,5
793,Lucas,Vasconcelos,53,13238,Berinjela,13
793,Lucas,Vasconcelos,53,31709,Mamão,8
794,Sophia,Salazar,23,24286,Queijo ralado,19
794,Sophia,Salazar,23,31976,Porco,16
794,Sophia,Salazar,23,35051,Água sanitária,7
795,Enzo,Damásio,23,5093,Polvilho,2
795,Enzo,Damásio,23,6719,Fraldas,16
795,Enzo,Damásio,23,28573,Doces,14
795,Enzo,Damásio,23,30641,Farinha de mandioca,3
795,Enzo,Damásio,23,37058,Toalha de papel,7
796,Luiz Otávio,Martins,55,1953,Refrigerante,13
796,Luiz Otávio,Martins,55,10111,Vodca,5
796,Luiz Otávio,Martins,55,11500,Esmalte,18
796,Luiz Otávio,Martins,55,30223,Azeite,1
797,Pedro Lucas,Frutuoso,34,6649,Batata,17
797,Pedro Lucas,Frutuoso,34,6957,Palito de dente,7
797,Pedro Lucas,Frutuoso,34,21135,Salsicha,12
797,Pedro Lucas,Frutuoso,34,34397,Chá,11
797,Pedro Lucas,Frutuoso,34,37289,Farinha de trigo,9
798,Tomás,Baptista,32,19237,Baunilha,11
798,Tomás,Baptista,32,35478,Presunto,19
799,Matheus,Sanches,37,11409,Adoçante,15
799,Matheus,Sanches,37,37712,Batata,9
800,Breno,Bonfim,24,1955,Batata palha,5
800,Breno,Bonfim,24,5671,Batata,16
800,Breno,Bonfim,24,16188,Vagem,4
800,Breno,Bonfim,24,19244,Sabonete,15
800,Breno,Bonfim,24,26778,Atum,4
800,Breno,Bonfim,24,27252,Peito de peru,9
800,Breno,Bonfim,24,39140,Velas,5
801,Henry,Paraíso,19,25285,Ovos,18
801,Henry,Paraíso,19,27989,Sabão em pó,4
801,Henry,Paraíso,19,29470,Sabão em pó,16
802,Davi Miguel,Maciel,20,14599,Água de coco,2
802,Davi Miguel,Maciel,20,22356,Queijo,12
802,Davi Miguel,Maciel,20,31522,Chá,12
802,Davi Miguel,Maciel,20,34371,Adoçante,4
803,Emanuelly,Ávila,54,2533,Fixador,11
803,Emanuelly,Ávila,54,24917,Cereal,18
803,Emanuelly,Ávila,54,31261,Maionese,11
803,Emanuelly,Ávila,54,36839,Lixa,12
804,Théo,Rebelo,38,1171,Lenço de papel,4
804,Théo,Rebelo,38,14818,Uva,1
804,Théo,Rebelo,38,16120,Geleia,9
804,Théo,Rebelo,38,19120,Melão,17
804,Théo,Rebelo,38,30296,Agrião,4
804,Théo,Rebelo,38,32712,Fósforo,6
804,Théo,Rebelo,38,33979,Presunto,17
805,Joaquim,D’Ávila,40,12939,Salsinha,8
805,Joaquim,D’Ávila,40,26877,Escova de dente,5
806,Maria Heloísa,Leiria,58,635,Salame,10
806,Maria Heloísa,Leiria,58,4036,Peito de peru,6
806,Maria Heloísa,Leiria,58,4258,Alho,19
806,Maria Heloísa,Leiria,58,4688,Queijo ralado,6
806,Maria Heloísa,Leiria,58,17784,Hidratante,10
806,Maria Heloísa,Leiria,58,32879,Uísque,16
807,Maria Valentina,Galvão,25,4431,Margarina,4
807,Maria Valentina,Galvão,25,12211,Lâmina de barbear,8
807,Maria Valentina,Galvão,25,18498,Inseticida,10
807,Maria Valentina,Galvão,25,24869,Macarrão,10
807,Maria Valentina,Galvão,25,31555,Esponja,13
807,Maria Valentina,Galvão,25,39843,Inseticida,11
807,Maria Valentina,Galvão,25,39980,Cebola,1
808,Maria Heloísa,Ibrahim,34,862,Maionese,15
808,Maria Heloísa,Ibrahim,34,14076,Ricota,7
808,Maria Heloísa,Ibrahim,34,17103,Molho,4
808,Maria Heloísa,Ibrahim,34,29878,Chester,7
809,Leonardo,Córdoba,17,3389,Bovina,2
809,Leonardo,Córdoba,17,4336,Toalha de papel,1
809,Leonardo,Córdoba,17,33578,Chuchu,9
810,Augusto,Assis,53,2673,Espinafre,5
810,Augusto,Assis,53,4064,Tempero,11
810,Augusto,Assis,53,12617,Fixador,2
810,Augusto,Assis,53,13424,Alvejante,9
810,Augusto,Assis,53,13804,Fraldas,8
810,Augusto,Assis,53,18489,Peixe,2
810,Augusto,Assis,53,26586,Peito de peru,15
810,Augusto,Assis,53,33295,Cereal,5
811,Guilherme,Portela,45,18936,Uísque,10
811,Guilherme,Portela,45,19068,Xampu,5
811,Guilherme,Portela,45,37085,Espinafre,12
812,Luan,Almada,23,7382,Pinça,10
812,Luan,Almada,23,17271,Café,19
812,Luan,Almada,23,33944,Doces,19
813,Maria Heloísa,Novais,54,19651,Mamão,8
813,Maria Heloísa,Novais,54,33919,Tomate,7
814,Valentina,Dias,45,897,Cenoura,19
814,Valentina,Dias,45,3662,Requeijão,3
814,Valentina,Dias,45,4683,Leite condensado,13
814,Valentina,Dias,45,30553,Caldo,12
815,Felipe,Ourique,34,10385,Gelatina,8
815,Felipe,Ourique,34,10917,Manjericão,8
815,Felipe,Ourique,34,19703,Preservativo,13
815,Felipe,Ourique,34,20412,Toalha de papel,9
816,Leonardo,Taveira,17,6823,Água tônica,6
816,Leonardo,Taveira,17,38235,Linguiça,9
817,Heitor,Queiroz,33,734,Bacon,5
817,Heitor,Queiroz,33,899,Aparelho de barbear,16
817,Heitor,Queiroz,33,8665,Geleia,6
817,Heitor,Queiroz,33,18141,Queijo,7
817,Heitor,Queiroz,33,28843,Feijão,3
818,Giovanna,Mesquita,36,311,Saco de lixo,10
818,Giovanna,Mesquita,36,10732,Lenço de papel,3
818,Giovanna,Mesquita,36,25336,Requeijão,17
819,Liz,Veiga,32,101,Ovos,16
819,Liz,Veiga,32,8724,Brócolis,11
819,Liz,Veiga,32,19082,Amaciante,10
819,Liz,Veiga,32,37051,Talco,4
820,Thiago,Padilha,34,3402,Chuchu,18
820,Thiago,Padilha,34,5809,Esmalte,1
820,Thiago,Padilha,34,15995,Farinha de trigo,19
820,Thiago,Padilha,34,17378,Biscoitos,14
820,Thiago,Padilha,34,38091,Fermento,1
820,Thiago,Padilha,34,38144,Queijo ralado,10
821,Alícia,Camacho,29,6659,Abobrinha,1
821,Alícia,Camacho,29,10119,Cebola,13
821,Alícia,Camacho,29,16441,Vassoura,16
821,Alícia,Camacho,29,33635,Rum,9
821,Alícia,Camacho,29,35308,Pente,7
821,Alícia,Camacho,29,35757,Cerveja,9
822,Noah,Botelho,50,4584,Abobrinha,18
822,Noah,Botelho,50,26985,Alface,18
823,Heitor,Magalhães,57,15003,Mostarda,19
823,Heitor,Magalhães,57,20109,Licor,16
823,Heitor,Magalhães,57,29858,Maionese,1
824,Fernanda,Salazar,20,3004,Antisséptico,4
824,Fernanda,Salazar,20,5842,Farinha de mandioca,11
824,Fernanda,Salazar,20,18780,Sal,9
824,Fernanda,Salazar,20,20392,Amaciante,7
824,Fernanda,Salazar,20,20711,Margarina,13
824,Fernanda,Salazar,20,21039,Farinha de mandioca,2
824,Fernanda,Salazar,20,26469,Adoçante,6
824,Fernanda,Salazar,20,35068,Pano de limpeza,7
825,Isaac,Amorim,44,4154,Beterraba,6
825,Isaac,Amorim,44,6004,Limpa-vidro,12
825,Isaac,Amorim,44,12853,Doces,16
825,Isaac,Amorim,44,14660,Porco,11
825,Isaac,Amorim,44,19922,Vagem,17
826,Maria Fernanda,Hilário,30,15056,Peito de peru,13
826,Maria Fernanda,Hilário,30,18127,Pano de prato,19
826,Maria Fernanda,Hilário,30,37472,Gordura vegetal,11
827,Lucas,Boaventura,50,4579,Maionese,13
828,Caleb,Castro,24,2237,Patê,13
828,Caleb,Castro,24,3868,Licor,12
828,Caleb,Castro,24,10343,Guardanapos,19
828,Caleb,Castro,24,31363,Creme de barbear,17
829,Antônio,Meireles,45,10296,Bombom,14
829,Antônio,Meireles,45,16920,Salsicha,4
829,Antônio,Meireles,45,31545,Lenço de papel,18
830,Larissa,Moura,46,7721,Sal,7
830,Larissa,Moura,46,37180,Ervilha,15
831,Anthony Gabriel,Barros,49,12575,Maça,18
831,Anthony Gabriel,Barros,49,32659,Vagem,15
832,Murilo,Gouveia,44,6053,Desodorante,15
832,Murilo,Gouveia,44,20353,Iogurte,1
832,Murilo,Gouveia,44,22873,Alvejante,9
832,Murilo,Gouveia,44,26057,Escova de dente,13
833,Henrique,Damásio,50,5011,Bolos,3
833,Henrique,Damásio,50,13077,Chocolate granulado,1
833,Henrique,Damásio,50,21918,Salame,13
833,Henrique,Damásio,50,28849,Mostarda,13
833,Henrique,Damásio,50,34924,Carvão,3
833,Henrique,Damásio,50,36406,Cerveja,16
834,Maria Luiza,Salazar,41,37,Sagu,9
834,Maria Luiza,Salazar,41,1663,Pinça,3
834,Maria Luiza,Salazar,41,12312,Bolos,7
834,Maria Luiza,Salazar,41,23136,Desinfetante,10
834,Maria Luiza,Salazar,41,36215,Farinha de mandioca,11
835,Carolina,Modesto,53,1328,Baunilha,5
835,Carolina,Modesto,53,6532,Maça,11
835,Carolina,Modesto,53,22078,Ricota,2
835,Carolina,Modesto,53,27550,Bovina,14
835,Carolina,Modesto,53,34844,Fraldas,11
835,Carolina,Modesto,53,35446,Azeitona,17
835,Carolina,Modesto,53,39289,Vagem,19
836,Bento,Vasques,25,12192,Sardinha,15
836,Bento,Vasques,25,20523,Cebola,9
836,Bento,Vasques,25,33019,Palmito,7
837,Nicole,Calixto,29,3400,Bovina,14
837,Nicole,Calixto,29,39374,Pilhas,19
838,Danilo,Zaganelli,31,5824,Xampu,18
838,Danilo,Zaganelli,31,28800,Uva,6
838,Danilo,Zaganelli,31,29403,Açúcar,19
838,Danilo,Zaganelli,31,38306,Fio-dental,17
839,Pedro,Bernardes,50,21379,Sabão em pó,6
839,Pedro,Bernardes,50,21771,Absorvente,14
840,Maria,Góis,28,1161,Champanhe,19
840,Maria,Góis,28,15316,Porco,6
841,Clarice,Félix,27,14449,Rum,4
841,Clarice,Félix,27,15405,Azeite,13
841,Clarice,Félix,27,25305,Sopa,10
841,Clarice,Félix,27,25908,Cerveja,3
841,Clarice,Félix,27,25986,Suco,18
841,Clarice,Félix,27,31191,Pano de prato,5
841,Clarice,Félix,27,32594,Mortadela,9
841,Clarice,Félix,27,39956,Guardanapos,1
842,Lorena,Ourique,30,18691,Refrigerante,5
842,Lorena,Ourique,30,20662,Uva,4
842,Lorena,Ourique,30,23414,Mortadela,6
842,Lorena,Ourique,30,27829,Milho,1
842,Lorena,Ourique,30,33585,Espinafre,9
843,Heloísa,Cunha,26,4380,Cotonete,8
843,Heloísa,Cunha,26,26616,Brócolis,10
844,Helena,Xavier,29,6645,Salame,16
844,Helena,Xavier,29,23099,Brócolis,12
844,Helena,Xavier,29,31565,Baunilha,5
844,Helena,Xavier,29,34838,Batata,19
845,Enzo,Crespo,40,6373,Cerveja,15
845,Enzo,Crespo,40,8335,Toalha de papel,18
845,Enzo,Crespo,40,9662,Fraldas,6
845,Enzo,Crespo,40,15504,Ovos,9
845,Enzo,Crespo,40,16195,Cortador de unhas,17
846,Anthony Gabriel,Evangelista,52,15391,Café,8
846,Anthony Gabriel,Evangelista,52,19484,Leite,18
846,Anthony Gabriel,Evangelista,52,32294,Esponja,11
848,Luiz Gustavo,Fogaça,16,60,Fio-dental,13
848,Luiz Gustavo,Fogaça,16,2134,Hidratante,17
848,Luiz Gustavo,Fogaça,16,5136,Leite de coco,19
848,Luiz Gustavo,Fogaça,16,30900,Bombom,6
848,Luiz Gustavo,Fogaça,16,37534,Manteiga,9
849,João Lucas,Gonzaga,43,10134,Frango,9
849,João Lucas,Gonzaga,43,15924,Lentilha,3
849,João Lucas,Gonzaga,43,20181,Ovos,10
849,João Lucas,Gonzaga,43,25492,Adoçante,1
849,João Lucas,Gonzaga,43,36451,Mortadela,9
850,Catarina,Oliveira,56,14264,Papel higiênico,7
850,Catarina,Oliveira,56,25677,Lava-roupas,7
850,Catarina,Oliveira,56,34101,Salsinha,19
850,Catarina,Oliveira,56,36609,Esponja,17
851,Théo,Morais,52,9476,Palito de dente,8
851,Théo,Morais,52,12082,Manteiga,7
851,Théo,Morais,52,13748,Lentilha,13
851,Théo,Morais,52,14297,Champignon,11
851,Théo,Morais,52,15536,Purificador de ambientes,4
851,Théo,Morais,52,20982,Pente,5
851,Théo,Morais,52,24521,Brócolis,16
851,Théo,Morais,52,34743,Chocolate,16
851,Théo,Morais,52,39151,Antisséptico,5
851,Théo,Morais,52,39202,Sopa,5
852,Eloá,Neves,36,24990,Fósforo,13
852,Eloá,Neves,36,25698,Adoçante,16
852,Eloá,Neves,36,35238,Champignon,15
853,Henry,Peres,35,3831,Palito de dente,18
853,Henry,Peres,35,9911,Bolos,19
853,Henry,Peres,35,10009,Fixador,3
853,Henry,Peres,35,32761,Lustra-móveis,19
853,Henry,Peres,35,34724,Cereal,19
854,Isabel,Aparício,57,12417,Leite de coco,5
854,Isabel,Aparício,57,13676,Salgados,18
854,Isabel,Aparício,57,19303,Coco ralado,2
854,Isabel,Aparício,57,19459,Achocolatado,19
854,Isabel,Aparício,57,27511,Saco de lixo,18
854,Isabel,Aparício,57,38507,Desodorante,9
855,João,Resende,55,31680,Farinha de trigo,15
855,João,Resende,55,31894,Iogurte,19
855,João,Resende,55,36923,Xampu,16
856,Isadora,Salazar,59,19025,Arroz,16
857,Valentina,Alencastro,32,4824,Pinça,9
857,Valentina,Alencastro,32,13641,Sagu,10
857,Valentina,Alencastro,32,20162,Queijo,13
857,Valentina,Alencastro,32,20279,Alho,1
857,Valentina,Alencastro,32,22443,Achocolatado,5
857,Valentina,Alencastro,32,30195,Melão,4
857,Valentina,Alencastro,32,31325,Berinjela,7
858,Antonella,Espinosa,44,8407,Laranja,4
858,Antonella,Espinosa,44,11987,Geleia,8
858,Antonella,Espinosa,44,27639,Polvilho,14
859,Mirella,Pilar,55,940,Miúdos,16
859,Mirella,Pilar,55,5516,Pepino,9
859,Mirella,Pilar,55,9671,Sal,4
859,Mirella,Pilar,55,19040,Gelatina,7
859,Mirella,Pilar,55,25998,Hambúrguer,11
859,Mirella,Pilar,55,33538,Arroz,16
860,Ana Cecília,Menezes,36,10983,Palito de dente,15
860,Ana Cecília,Menezes,36,36290,Leite condensado,18
860,Ana Cecília,Menezes,36,39411,Leite de coco,19
861,Isis,Amorim,59,14513,Cortador de unhas,10
861,Isis,Amorim,59,17680,Abobrinha,1
861,Isis,Amorim,59,23985,Cortador de unhas,10
861,Isis,Amorim,59,31995,Tomate,16
862,Luan,Zagalo,48,7980,Abacate,11
862,Luan,Zagalo,48,8325,Mamão,10
862,Luan,Zagalo,48,12110,Sardinha,14
862,Luan,Zagalo,48,18430,Algodão,1
862,Luan,Zagalo,48,30944,Champignon,16
862,Luan,Zagalo,48,32381,Azeite,16
862,Luan,Zagalo,48,33366,Farinha de trigo,18
862,Luan,Zagalo,48,36744,Melão,16
863,Felipe,Belém,47,17231,Absorvente,13
863,Felipe,Belém,47,26290,Bolos,7
863,Felipe,Belém,47,28797,Alface,19
864,Enzo,Vidal,58,4344,Caldo,19
864,Enzo,Vidal,58,17059,Feijão,9
864,Enzo,Vidal,58,23513,Farinha de trigo,6
864,Enzo,Vidal,58,28157,Salsinha,19
865,Pedro,Baptista,23,6890,Esmalte,11
865,Pedro,Baptista,23,16702,Cenoura,7
865,Pedro,Baptista,23,21350,Alvejante,12
865,Pedro,Baptista,23,37142,Catchup,14
866,André,Crespo,40,16140,Mortadela,6
866,André,Crespo,40,30141,Guardanapos,3
866,André,Crespo,40,39194,Saco de lixo,19
867,Miguel,Ourique,56,17554,Sal grosso,10
867,Miguel,Ourique,56,19611,Margarina,10
867,Miguel,Ourique,56,22319,Leite condensado,11
867,Miguel,Ourique,56,30063,Azeite,8
867,Miguel,Ourique,56,31006,Carvão,2
868,Maria Isis,Neves,36,19926,Sopa,5
868,Maria Isis,Neves,36,21659,Lava-roupas,12
868,Maria Isis,Neves,36,33836,Leite,10
869,Lorenzo,Coutinho,41,7818,Queijo ralado,6
870,Yasmin,Drumond,44,9604,Água sanitária,14
870,Yasmin,Drumond,44,32382,Chá,13
871,Catarina,Veiga,55,2008,Palito de dente,14
871,Catarina,Veiga,55,5417,Bovina,15
871,Catarina,Veiga,55,8634,Detergente,16
871,Catarina,Veiga,55,9053,Rúcula,4
871,Catarina,Veiga,55,16176,Cerveja,3
871,Catarina,Veiga,55,29526,Baunilha,1
872,Alícia,Sales,55,32,Pães,1
872,Alícia,Sales,55,13192,Presunto,15
872,Alícia,Sales,55,20615,Condicionador,17
873,Gustavo,Furtado,33,1753,Sardinha,3
873,Gustavo,Furtado,33,13371,Lentilha,16
873,Gustavo,Furtado,33,15737,Frutas secas,9
873,Gustavo,Furtado,33,22458,Fio-dental,18
874,Milena,Goulart,34,9124,Vinho,17
874,Milena,Goulart,34,22273,Ervilha,18
874,Milena,Goulart,34,27733,Margarina,12
875,Luna,Fogaça,37,3386,Lentilha,4
875,Luna,Fogaça,37,8759,Amaciante,16
875,Luna,Fogaça,37,9904,Gel,14
875,Luna,Fogaça,37,14226,Gelatina,10
875,Luna,Fogaça,37,35032,Cenoura,17
876,Maria Isis,Bittencourt,31,11145,Sabão em pó,14
876,Maria Isis,Bittencourt,31,25313,Velas,13
876,Maria Isis,Bittencourt,31,32682,Manjericão,16
877,Luiz Felipe,Novais,32,4478,Sopa,15
877,Luiz Felipe,Novais,32,30778,Chocolate granulado,12
877,Luiz Felipe,Novais,32,34146,Sopa,7
877,Luiz Felipe,Novais,32,35898,Algodão,8
877,Luiz Felipe,Novais,32,36877,Queijo ralado,12
878,Tomás,Gil,54,21650,Abacaxi,3
879,Caio,Calixto,35,31,Pimentão,9
879,Caio,Calixto,35,21107,Pano de limpeza,12
880,Cauã,Morgado,46,665,Desinfetante,13
880,Cauã,Morgado,46,12278,Pilhas,16
880,Cauã,Morgado,46,14903,Ovos,9
880,Cauã,Morgado,46,20210,Sabonete,15
880,Cauã,Morgado,46,20870,Catchup,3
880,Cauã,Morgado,46,36288,Tortas,5
880,Cauã,Morgado,46,38670,Fraldas,4
881,Enzo,dos Reis,35,5912,Couve,4
881,Enzo,dos Reis,35,19859,Doces,1
882,Luiz Gustavo,Agostinho,34,9585,Nata,10
882,Luiz Gustavo,Agostinho,34,20126,Iogurte,4
882,Luiz Gustavo,Agostinho,34,23494,Caldo,10
882,Luiz Gustavo,Agostinho,34,39920,Batata palha,4
883,Yuri,Peralta,37,1870,Farinha de mandioca,11
883,Yuri,Peralta,37,3133,Vinho,5
883,Yuri,Peralta,37,7702,Água de coco,1
883,Yuri,Peralta,37,8451,Couve,6
883,Yuri,Peralta,37,10177,Mostarda,18
883,Yuri,Peralta,37,16404,Salsinha,16
884,Ana Júlia,Andrade,29,1768,Melancia,6
884,Ana Júlia,Andrade,29,5571,Vassoura,16
884,Ana Júlia,Andrade,29,9512,Baunilha,14
884,Ana Júlia,Andrade,29,18180,Gel,10
884,Ana Júlia,Andrade,29,20925,Ricota,9
884,Ana Júlia,Andrade,29,33767,Pinça,12
885,Ana,Hipólito,55,23300,Açúcar,14
885,Ana,Hipólito,55,26662,Sal grosso,6
885,Ana,Hipólito,55,38907,Patê,18
886,Nicole,Bernardes,49,1624,Vodca,19
886,Nicole,Bernardes,49,10155,Creme de leite,19
886,Nicole,Bernardes,49,25095,Abacaxi,3
887,Emanuelly,Mello,40,29702,Azeite,17
887,Emanuelly,Mello,40,30498,Sal,7
887,Emanuelly,Mello,40,34130,Melão,19
887,Emanuelly,Mello,40,38628,Pêra,15
888,Pedro,Almada,23,10248,Algodão,5
888,Pedro,Almada,23,14451,Achocolatado,5
888,Pedro,Almada,23,15473,Repolho,2
888,Pedro,Almada,23,38642,Arroz,14
889,Carolina,Marques,22,3040,Laranja,1
889,Carolina,Marques,22,6069,Adoçante,19
889,Carolina,Marques,22,12131,Vassoura,6
889,Carolina,Marques,22,19373,Salsicha,6
889,Carolina,Marques,22,27051,Chuchu,4
890,Davi Lucca,Dias,57,4197,Alface,10
890,Davi Lucca,Dias,57,19103,Queijo ralado,12
890,Davi Lucca,Dias,57,20949,Cerveja,17
890,Davi Lucca,Dias,57,36846,Abacate,2
891,Allana,Maciel,28,3183,Farinha de trigo,6
891,Allana,Maciel,28,26150,Coco ralado,13
891,Allana,Maciel,28,39914,Chuchu,7
892,Agatha,Teixeira,26,9552,Peito de peru,8
892,Agatha,Teixeira,26,14057,Mostarda,10
892,Agatha,Teixeira,26,29832,Álcool,7
892,Agatha,Teixeira,26,30782,Catchup,19
892,Agatha,Teixeira,26,35680,Chocolate,19
892,Agatha,Teixeira,26,38137,Maionese,19
893,João Miguel,Peralta,35,24682,Cortador de unhas,4
893,João Miguel,Peralta,35,25626,Biscoitos,5
894,Ana Luiza,Figueiroa,48,7956,Frango,7
894,Ana Luiza,Figueiroa,48,9928,Temperinho verde,18
894,Ana Luiza,Figueiroa,48,16288,Champignon,2
894,Ana Luiza,Figueiroa,48,28796,Farinha de trigo,9
894,Ana Luiza,Figueiroa,48,29870,Azeitona,16
895,Enzo,Guedes,31,31243,Margarina,5
896,Maria Valentina,Mello,25,2239,Cerveja,15
896,Maria Valentina,Mello,25,9667,Manjericão,10
896,Maria Valentina,Mello,25,26332,Leite condensado,6
896,Maria Valentina,Mello,25,39529,Macarrão,18
897,Arthur Miguel,Baptista,45,8275,Inseticida,2
897,Arthur Miguel,Baptista,45,16747,Sagu,7
897,Arthur Miguel,Baptista,45,20699,Bolos,17
897,Arthur Miguel,Baptista,45,24570,Limpa-vidro,11
898,Emilly,Lancastre,54,1614,Ovos,6
898,Emilly,Lancastre,54,1627,Vodca,7
898,Emilly,Lancastre,54,12238,Sabonete,13
898,Emilly,Lancastre,54,25911,Batata palha,2
898,Emilly,Lancastre,54,28249,Pente,18
898,Emilly,Lancastre,54,36673,Linguiça,10
899,Enzo Gabriel,Amorim,17,23131,Repolho,9
899,Enzo Gabriel,Amorim,17,25692,Bacon,6
899,Enzo Gabriel,Amorim,17,33225,Rúcula,3
899,Enzo Gabriel,Amorim,17,34304,Alvejante,4
900,Benício,Ferrari,35,6074,Doces,16
900,Benício,Ferrari,35,12661,Cebola,14
900,Benício,Ferrari,35,14077,Vinho,16
900,Benício,Ferrari,35,16908,Goiaba,11
900,Benício,Ferrari,35,28392,Polpa de tomate,19
900,Benício,Ferrari,35,28742,Leite,2
